#TYPE System.Management.Automation.PSCustomObject
"Name","ID","Club","Position","age","Projected_2017","2012_FirstHalf","2012_SecondHalf","2013_FirstHalf","2013_SecondHalf","2014_FirstHalf","2014_SecondHalf","2015_FirstHalf","2015_SecondHalf","2016_FirstHalf","2016_SecondHalf"
"Aaron Young","1254","Port Adelaide","FWD","24","83.76410003","44.1111111111111","34","61.3333333333333",,"40.2857142857143","56.1428571428571","51.2","55.3333333333333","75.7272727272727","90.5"
"Taylor Adams","1256","Collingwood","DEF,MID","23","118.7852744","87.5555555555556","71.5","84.6666666666667","83.4285714285714","96.1428571428571","50","112.777777777778","88.2222222222222","116.833333333333","111.375"
"Brendon Ah Chee","1257","Port Adelaide","MID,FWD","23","75.49566609",,,,,,,"75.75","26.3333333333333","73.5","71.5714285714286"
"Mark Baguley","1261","Essendon","DEF","29","91","73.4285714285714",,"86.1818181818182","74.9","88.7272727272727","93.7","93.0909090909091","82.6363636363636",,"91"
"Tom Bell","1262","Brisbane Lions","FWD","25","69.29417993","73.1428571428571",,"63.6666666666667","56.75","72.5","66","91.4166666666667","91.6","58.6666666666667","70.8181818181818"
"Shane Biggs","1264","Western Bulldogs","DEF","25","79.9735971",,,"72",,"66",,"88.2857142857143","52.5","73","84.4545454545455"
"Mark Blicavs","1266","Geelong Cats","MID","25","98.8588172",,,"81.1111111111111","65.9","87","58.8","111.5","117.909090909091","95.9090909090909","98.7272727272727"
"Luke Brown","1270","Adelaide Crows","DEF","24","78.74210969","33",,"76.9090909090909","54.9","51","70.8","56","60.9","69.6666666666667","84.4545454545455"
"Josh Bruce","1271","St Kilda","FWD","24","66.10914444","70.5","44","68","51.8333333333333","42.2","69","65.7272727272727","80.5454545454545","59.9090909090909","70.7272727272727"
"Dylan Buckley","1272","Carlton","FWD","23","59.54186495",,,,"27",,"62.75","72.9166666666667","40.5","69.7142857142857","34.75"
"Tomas Bugg","1273","Melbourne","MID","23","81.65244054","71.2222222222222","80.5555555555556","57.8571428571429","67.1428571428571","67.2727272727273","73.5","61.4","66.4545454545455","68","84.6363636363636"
"Matt Buntine","1274","GWS Giants","DEF","23","58.75841936","59.2","24","113","53.5","89.8","54.5","59.8","70.6666666666667","70","51.6666666666667"
"Jeremy Cameron","1276","GWS Giants","FWD","23","73.00552253","70.625","66.125","75.7","72","65.8","53.7777777777778","79.1818181818182","70.5454545454545","68.8181818181818","71.5714285714286"
"Tom Campbell","1277","Western Bulldogs","RUC","25","90.40895099","55.8571428571429",,"69.6","12","56","52","70",,"69.5","94.5714285714286"
"Stephen Coniglio","1280","GWS Giants","MID","23","117.2929971","93.3333333333333","78.4444444444444","71.7142857142857","84.2727272727273","80","92.5555555555556","97.7142857142857","95.2727272727273","112","112.6"
"Jack Crisp","1283","Collingwood","MID","23","93.44369236","46.1428571428571","63.6666666666667","58","46","91.1666666666667",,"99.5454545454545","98.0909090909091","95.8181818181818","83.0909090909091"
"Hayden Crozier","1284","Fremantle","DEF","23","86.37487646","46","40.5","53","77","65","57.4","43.25","38.6666666666667","91.875","73.5"
"Harry Cunningham","1285","Sydney Swans","DEF,FWD","23","67.43435388",,"15","20.3333333333333",,"67.9166666666667","65.3","77.6363636363636","64.5","65","64.2727272727273"
"Tory Dickson","1292","Western Bulldogs","FWD","29","68.22222222","77.9090909090909","64","82","67.6666666666667",,"46","75.9166666666667","82.2","65.2727272727273","72.8571428571429"
"Sam Docherty","1293","Carlton","DEF","23","121.7901783",,,"56.2222222222222","59","85","93.75","90.4444444444444","94.5","120.363636363636","112.818181818182"
"Tom Downie","1295","GWS Giants","RUC,FWD","23","64.76483556",,,"25",,,,"62",,"52",
"Jamie Elliott","1299","Collingwood","FWD","24","82.08207064","64.3","58.3333333333333","71.2222222222222","72.7","78.5714285714286","95.6","75.1111111111111","86",,
"Brandon Ellis","1300","Richmond","MID","23","96.62495629","68.9","51.9090909090909","94.1666666666667","77.75","106.333333333333","94.8","98.5833333333333","108.3","88.9090909090909","96.0909090909091"
"Sam Frost","1306","Melbourne","DEF","23","58.69313223","74.3333333333333",,,"45","65.2857142857143","61.6666666666667",,"38.3333333333333","62.5","45.6666666666667"
"Sam Gibson","1308","North Melbourne","MID","30","95.45454545","89.5833333333333",,"82.4545454545455","81.8181818181818","98.6666666666667","104.8","63.2727272727273","80.2727272727273","105.090909090909","85.8181818181818"
"Toby Greene","1310","GWS Giants","FWD","23","96.84879788","112.454545454545","89.875","83","73.3","128.625","92","89.1818181818182","85.9090909090909","95.5454545454545","89.6"
"Aaron Hall","1314","Gold Coast Suns","MID","26","109.3162924","57.5","63","63.4545454545455","68.6363636363636","56.6666666666667","59.9","101.9","40.8","107.571428571429","108.1"
"Joel Hamling","1316","Fremantle","DEF","23","64.6342613",,,,,,,"61.125","71.5","57.1666666666667","76"
"Curtly Hampton","1317","Adelaide Crows","DEF","23","53.0653814","65.2","45","79.8181818181818","58.5714285714286","55","82.1111111111111","54.25","37",,
"Nick Haynes","1319","GWS Giants","DEF","24","96.59318886","41.5714285714286","55","77.5555555555556","33",,"80.625","70.4285714285714","74.2","94.4","97.1666666666667"
"Bradley Hill","1321","Fremantle","MID,FWD","23","67.49238688","39","28.3333333333333","60.8333333333333","62.1111111111111","60.2222222222222","82.8","69.4545454545455","71.8888888888889","67.9090909090909","59.4285714285714"
"Jack Hombsch","1322","Port Adelaide","DEF","23","83.77644858","69.3333333333333","80.1666666666667","79.4","127","67.25","80.7777777777778","70","83.2727272727273",,"80.2"
"Lin Jong","1326","Western Bulldogs","MID,FWD","23","89.62617567","65.75",,,,"42","66.6","66.3333333333333","71","95.6","66.2"
"Adam Kennedy","1330","GWS Giants","DEF","24","59.37708357","55.125","68.2857142857143","62.3333333333333","57.2","66.1","72.1","88.6666666666667","50.25","49.6","63.2"
"Sam Kerridge","1331","Carlton","MID","23","86.25362893",,"11","71.6666666666667","74.75","57.25","54.5",,"17","68.9","95"
"Shane Kersten","1332","Fremantle","FWD","23","69.49623246",,,,,"40.7777777777778",,"53.5","41.1428571428571","51.8571428571429","76.8"
"Rory Laird","1333","Adelaide Crows","DEF","23","114.352333",,,"81.6363636363636","85.8571428571429","49.75","82.125","101.727272727273","98.3","112.1","105.714285714286"
"Billy Longer","1338","St Kilda","RUC","23","85.13442094",,"64.6",,"49.5","66.3636363636364","71","84.8571428571429","79.3636363636364",,
"Jackson Merrett","1348","Essendon","MID,FWD","23","73.97625646","36",,"42.2857142857143","61.8333333333333","45","77.7777777777778","61.1818181818182","60.75","70.4285714285714","71.5"
"Anthony Miles","1351","Richmond","MID","24","102.8090054","81.1666666666667","89",,"68","110.333333333333",,"110.916666666667","101.7","93.5555555555556","108.8"
"Darren Minchington","1352","St Kilda","FWD","23","64.3630686",,,"50",,"54",,"42.75","59","62.25","60.6"
"Tom Mitchell","1353","Hawthorn","MID","23","113.1960176",,,"88.9","130.5","120","83","108.2","115.571428571429","104.818181818182","111.909090909091"
"Steven Morris","1356","Richmond","DEF","28","55.125","71.9","66.3636363636364","52.4166666666667","50.7777777777778","59.1","48.9","53.75","42.1",,"55.125"
"Jordan Murdoch","1357","Geelong Cats","FWD","24","69.4307034","73.5714285714286",,"57.1666666666667","59","62.9090909090909","72.4","65.4444444444444","78.6666666666667","75.8","61.4"
"Lachie Neale","1358","Fremantle","MID","23","134.8001232","37","49.5","98.5714285714286","51","93.5","83.3333333333333","109.636363636364","126.090909090909","128.181818181818","129.909090909091"
"Jack Newnes","1361","St Kilda","MID","23","98.99903383","60.5","58.2","66.4444444444444","52","86.6666666666667","88.3","102.454545454545","81.0909090909091","98.6363636363636","90.9090909090909"
"Jonathon Patton","1367","GWS Giants","FWD","23","73.86772719","44.2857142857143",,,"52.6666666666667","76.6666666666667","62.8","49.6666666666667",,"80.7272727272727","59.7"
"Andrew Phillips","1369","Carlton","RUC","25","57.45793585","57","51.25",,,,"47","65.3333333333333","40","59.1","52.3333333333333"
"Jack Redpath","1370","Western Bulldogs","FWD","26","69.71446875",,,,,"38",,"67.4","27","52.8333333333333","92.75"
"Sebastian Ross","1372","St Kilda","MID","23","107.3083052","63",,"62.2","55.375","70.6","46","76.375","72.5","99.2727272727273","106.181818181818"
"Sam Rowe","1373","Carlton","DEF","29","57.45454545",,,"63.6666666666667","63.25","77.3333333333333","63.3333333333333","71.9","69","58.2727272727273","56.6363636363636"
"Alex Sexton","1379","Gold Coast Suns","MID","23","69.81370715","23.5","47.75","36.25",,"37.6363636363636","31","36.6","60.75","66.3","67.5"
"Tommy Sheridan","1382","Fremantle","DEF","23","74.41489555","23",,"57.2222222222222",,"38","49.6666666666667","72.2727272727273","51.8333333333333","75.8181818181818","66.2"
"Dylan Shiel","1384","GWS Giants","MID","23","110.9756898","85.6666666666667","78.5555555555556","82.7","74.4545454545455","103.416666666667","86.6","76.6666666666667","112.272727272727","102.3","109.818181818182"
"Clay Smith","1385","Western Bulldogs","FWD","23","70.68420226","69.3636363636364","46.8","85.4","69.1111111111111",,"51",,"41.3333333333333","67.6666666666667",
"Devon Smith","1386","GWS Giants","FWD","23","88.52935184","67","70","76.25","78.4","102.583333333333","90.6666666666667","78.6666666666667","94.9090909090909","91.875","70.5"
"Lee Spurr","1388","Fremantle","DEF","29","85.31818182","82.875","60.3333333333333","74.7","86.7","87.9166666666667","71.3","80","76.4","89.5454545454545","81.0909090909091"
"Cameron Sutcliffe","1392","Fremantle","DEF","24","81.02201924","52",,"52.5714285714286","50","69.9166666666667","72.7","69.625","64.3636363636364","82.6666666666667","77.7"
"Michael Talia","1394","Sydney Swans","DEF","23","81.77679698","68.75",,"79","69",,"45","80.6666666666667","76.5",,"57"
"Adam Tomlinson","1395","GWS Giants","DEF","23","62.06630075","63.25","49.8","81.2","72.4285714285714","78.0833333333333","77.4285714285714","80","44.5","60.875","56.5"
"Adam Treloar","1397","Collingwood","MID","23","126.585815","89.2727272727273","88","94.2","98.4","110.636363636364","119","116.4","111.454545454545","121","121.363636363636"
"Dom Tyson","1401","Melbourne","MID","23","105.0563232","77.3333333333333","58.5714285714286","53",,"95.75","105.2","94.2857142857143","82","103.181818181818","97.7"
"Jimmy Webster","1406","St Kilda","DEF","23","73.97625646",,,"58.6666666666667","51","77","61.5","63","76.2857142857143","58.5","73.5555555555556"
"Marley Williams","1409","North Melbourne","DEF","23","63.34038904","52","59.3333333333333","86.9090909090909","67.25","77.8181818181818","73.25","91.3333333333333","83.9090909090909","59.375","64"
"Nathan Wilson","1410","GWS Giants","DEF","24","76.44089257","36.8333333333333","36.6666666666667","32","48","50.5",,"61.5714285714286","46.5","67.75","81.1818181818182"
"Chad Wingard","1412","Port Adelaide","FWD","23","80.02751635","55.2","52.3333333333333","93.5","93","80.4166666666667","82.1111111111111","96.7272727272727","94.9090909090909","70.4444444444444","82.7777777777778"
"Elliot Yeo","1418","West Coast Eagles","MID,FWD","23","87.03118395","56.1428571428571","70","71.5","66.3333333333333","63.3333333333333","75.6","84.5454545454545","97.6","80.7","86.2222222222222"
"Dayne Zorko","1419","Brisbane Lions","MID","27","120.2839973","107.583333333333","88.5","76.9166666666667","84","98.9090909090909","87.4","109.166666666667","83.1","114.7","121.4"
"Rory Atkins","1422","Adelaide Crows","MID","22","77.70824416",,,,,,,"55.8571428571429",,"75.0909090909091","80.0909090909091"
"Kaiden Brand","1426","Hawthorn","DEF","22","62.73108404",,,,,,,,,"65.375","55.3333333333333"
"Tom Clurey","1432","Port Adelaide","DEF","22","60.64712931",,,,,,"34","58.8","49.3333333333333","60.5555555555556",
"Brad Crouch","1436","Adelaide Crows","MID","23","93.14063711",,,"109.4","66.25","109.666666666667","71",,,"100.1","75.25"
"Joe Daniher","1438","Essendon","FWD","22","77.93586058",,,"58.25","59","58.9","66.5","64","62.0909090909091","85.5454545454545","70.0909090909091"
"Jack Frost","1443","Brisbane Lions","DEF","24","67.40648464",,,,"55","63.5","52.6","51.5555555555556","48.1818181818182","56","67.7777777777778"
"Martin Gleeson","1445","Essendon","DEF","22","75.56409753",,,,,"30","66.5714285714286","61.5454545454545","65.1818181818182","72.6363636363636","78.8888888888889"
"Nick Graham","1447","Carlton","MID,FWD","22","80.95557168",,,"49",,"54.2857142857143","74","107.333333333333","66","82.5","79.1666666666667"
"Brodie Grundy","1449","Collingwood","RUC","22","110.6909466",,,"75.6666666666667",,"64.5","63","102.444444444444","96.9","120.909090909091","99.1"
"Kyle Hartigan","1452","Adelaide Crows","DEF","25","68.73789158",,,"81",,,"68.2857142857143","42.5454545454545","66.4","61.5454545454545","74.4"
"Lachie Hunter","1458","Western Bulldogs","MID","22","107.8446576",,,"55.2222222222222",,"65","65.2857142857143","90.4444444444444","51","96.1818181818182","119.181818181818"
"Mark Hutchings","1459","West Coast Eagles","MID","25","75.2312421",,,"108.5","97.3333333333333","87.8181818181818","65.4","81.5555555555556","65","72.8","75.8571428571429"
"Brandon Jack","1460","Sydney Swans","MID,FWD","22","53.19142717",,,"39","28","39.4","25.3333333333333","55.75","32",,
"Kristian Jaksch","1461","Carlton","DEF,FWD","22","55.41700989",,,"37.5",,"47.5","69","66.5","49.75","44",
"Ben Kennedy","1463","Melbourne","FWD","22","69.57171604",,,"40.1666666666667","55.1666666666667","57.3333333333333","25.5","54.3333333333333","18.5","64.4","72"
"Dean Kent","1464","Melbourne","FWD","22","70.35623395",,,"43.8181818181818","44.25","55.1818181818182","54",,"37.75","78","62.5"
"Jake Lloyd","1467","Sydney Swans","DEF,MID","23","93.77606322",,,,,"66.5","64.1666666666667","72.1","72.7","91.4545454545455","88.0909090909091"
"Jesse Lonergan","1468","Gold Coast Suns","MID","22","73.51099746",,,,"54","52.2222222222222",,"64.1818181818182","72.7142857142857","57.75","79.0909090909091"
"Jack Macrae","1469","Western Bulldogs","MID,FWD","22","105.6595399",,,"70.8571428571429","69.5","112.363636363636","109.3","117","103","98.2857142857143","110.090909090909"
"Sam Mayes","1472","Brisbane Lions","DEF","22","77.73642524",,,"79","72.4285714285714","70","79.6666666666667","69.6","53.25","81.3636363636364","73.5"
"Tim Membrey","1477","St Kilda","FWD","22","80.23880313",,,,,"49",,"59.2","56.4285714285714","81.8181818181818","77"
"Troy Menzel","1478","Adelaide Crows","FWD","22","51.22019675",,,"55.75","36.5","59.1","48.7777777777778","45.625","58.5",,
"Sam Naismith","1482","Sydney Swans","RUC","24","75.02260772",,,,,"39",,,,"74.125",
"Jake Neade","1483","Port Adelaide","FWD","22","58.3233591",,,"40","55.7777777777778","74.75","45","58.25","68.5","54.8333333333333","60.0909090909091"
"Adam Oxley","1489","Collingwood","DEF","24","78.52281932",,,"19","24",,,"69.1666666666667","86.7272727272727","45","84.1"
"Lachie Plowman","1492","Carlton","DEF","22","61.77749106",,,"30","52","59.5714285714286","49.6","74",,"59.9090909090909","64.125"
"Dane Rampe","1494","Sydney Swans","DEF","26","94.1900691",,,"67.7272727272727","60.1111111111111","79","86.6","94.7272727272727","79.0909090909091","92.1818181818182","93.7272727272727"
"Callum Sinclair","1504","Sydney Swans","RUC,FWD","27","70.87891202",,,,"66.2","34","61","87.9","84.5714285714286","63.5","73.2"
"James Stewart","1507","Essendon","FWD","22","49.76745374",,,"3",,"39.6666666666667",,"40.8","55.25",,"11"
"Jake Stringer","1508","Western Bulldogs","FWD","22","74.79715001",,,"56.75","40.1666666666667","77.2222222222222","62","80","72.8888888888889","70.375","77.8181818181818"
"Matt Taberner","1510","Fremantle","FWD","23","66.66968367",,,"37",,"83.2","33.5","49.25","41.1","66.75","61.2222222222222"
"Jackson Thurlow","1513","Geelong Cats","DEF","22","74.53359416",,,,"68.5","59.6666666666667","50","59","91.5555555555556",,
"Jimmy Toumpas","1514","Port Adelaide","MID","23","70.2489547",,,"59.2222222222222","25.2",,"64.25","40","65.2857142857143","44","75"
"Dean Towers","1515","Sydney Swans","FWD","26","72.56727461",,,,,"40.5",,"64.75","34","80.7777777777778","51"
"Jack Viney","1517","Melbourne","MID","22","110.4524913",,,"85.5714285714286","66.1666666666667","75.0833333333333","87.375","104.818181818182","78.4","109.636363636364","111"
"Nick Vlastuin","1518","Richmond","DEF","22","77.27457499",,,"68.7272727272727","96.6666666666667","69.4545454545455","79.25","77.3333333333333","72.8","82.3","71.4444444444444"
"Lachie Whitfield","1520","GWS Giants","MID","22","86.76258556",,,"85","69","84.6666666666667","72.2","73.0909090909091","91.2","82.5","89.6363636363636"
"Zac Williams","1523","GWS Giants","DEF","22","93.14063711",,,"72","35.6666666666667","68","56","92","17.3333333333333","88.6363636363636","98.3333333333333"
"Ollie Wines","1524","Port Adelaide","MID","22","107.2528549",,,"70.0833333333333","84.9","93.9166666666667","109.1","92","110.285714285714","116.909090909091","97.2727272727273"
"Mason Wood","1525","North Melbourne","FWD","23","85.00384668",,,,,"73",,"15","60.3333333333333","83.75","79"
"Blake Acres","1528","St Kilda","MID,FWD","21","84.87072912",,,,,,"47.6666666666667","51.5","49.2","80.7272727272727","68.6"
"James Aish","1529","Collingwood","MID","21","81.55679488",,,,,"80.0909090909091","81.5","59.4","49.1666666666667","83.3","55.2"
"Aliir Aliir","1530","Sydney Swans","DEF","22","77.31674392",,,,,,,,,"81","43"
"Patrick Ambrose","1531","Essendon","DEF","25","65.35178854",,,,,"58.4545454545455","64.8","56.2","67.4545454545455","67.1","60.875"
"Karl Amon","1532","Port Adelaide","MID,FWD","21","67.43695303",,,,,,,"59","53.25","63.3333333333333","57.8333333333333"
"Tom Barrass","1535","West Coast Eagles","DEF","21","83.34628874",,,,,,,"72.6666666666667",,"75.5555555555556",
"Jack Billings","1539","St Kilda","MID,FWD","21","88.76812344",,,,,"71.1111111111111","71.1428571428571",,"89.5555555555556","80.7142857142857","80.3"
"Marcus Bontempelli","1540","Western Bulldogs","MID","21","121.4928154",,,,,"87.0833333333333","49.5","111.083333333333","97.875","120.272727272727","100"
"Tom Boyd","1542","Western Bulldogs","RUC,FWD","21","74.30967908",,,,,"52.8571428571429","21","72.5","50.1","73.1428571428571","57.25"
"Ben Brown","1543","North Melbourne","FWD","24","80.10122799",,,,,"67.5",,"66.7","65.7777777777778","79.2","79.0909090909091"
"Ciaran Byrne","1544","Carlton","DEF","22","70.56108872",,,,,,,,"30","75.6666666666667","68.5"
"Darcy Byrne-Jones","1545","Port Adelaide","DEF","21","72.91574583",,,,,,,,,"54.8181818181818","79.8888888888889"
"Charlie Cameron","1546","Adelaide Crows","FWD","22","70.16149546",,,,,"55","47","60.4545454545455","45.7777777777778","66.2727272727273","76"
"Patrick Cripps","1548","Carlton","MID","21","134.5797427",,,,,"22","43","104.666666666667","98.25","128.454545454545","114.9"
"Matt Crouch","1549","Adelaide Crows","MID","21","116.1026059",,,,,"65.5","75.3333333333333","79.2","70.6","113.272727272727","95.4444444444444"
"Tom Cutler","1550","Brisbane Lions","DEF","21","88.02838907",,,,,"13","52.5","59.3333333333333","61.4","91.75","66.1428571428571"
"Trent Dumont","1551","North Melbourne","MID","21","91.55834954",,,,,,,"51","54.8","86.2222222222222","68.5"
"Luke Dunstan","1552","St Kilda","MID","22","86.7169107",,,,,"72.1428571428571","86.7777777777778","69.7777777777778","80.5","77.25","79.7"
"Orazio Fantasia","1554","Essendon","FWD","21","85.17190791",,,,,"29.6666666666667",,"69.6666666666667","73","79.8888888888889","74.8"
"Darcy Gardiner","1559","Brisbane Lions","DEF","21","62.75485269",,,,,"61.4545454545455","49.3333333333333","59","41.6666666666667","65.2","46.5"
"Sam Gray","1563","Port Adelaide","MID","25","92.34009687",,,,,"49","65.6666666666667","111.5","50","99.5555555555556","81.875"
"James Harmes","1565","Melbourne","DEF","21","79.36605188",,,,,,,"47.125",,"71.125","72.5454545454545"
"Billy Hartung","1566","Hawthorn","MID","22","78.51566473",,,,,"29.6666666666667","60.25","48.8","85.75","73.7142857142857","69.4"
"George Hewett","1570","Sydney Swans","FWD","21","69.33062974",,,,,,,,,"58.4","67.3"
"Jesse Hogan","1571","Melbourne","FWD","21","91.45329118",,,,,,,"81.9","81.1","74.8","90.2727272727273"
"Jayden Hunt","1575","Melbourne","DEF","21","69.5541552",,,,,,,,,"70.2727272727273","53.125"
"Jarman Impey","1576","Port Adelaide","FWD","21","65.52489111",,,,,"54","45.9","50","57.8571428571429","63.4545454545455","54.4444444444444"
"Zak Jones","1579","Sydney Swans","DEF","21","69.9688592",,,,,"35.5",,"53",,"73","58.1111111111111"
"Jake Kelly","1581","Adelaide Crows","DEF","22","64.53208973",,,,,,,"29","65.875",,
"Joshua Kelly","1582","GWS Giants","MID","21","104.143862",,,,,"75.6363636363636","63.8571428571429","84.1111111111111","63","90.4545454545455","98.3636363636364"
"Jay Kennedy-Harris","1583","Melbourne","FWD","21","43.4350604",,,,,"32.25","56.2","28.3333333333333","46",,
"Riley Knight","1585","Adelaide Crows","FWD","21","60.42605933",,,,,,,"54.7777777777778",,,"39"
"Jake Kolodjashnij","1586","Geelong Cats","DEF","21","66.06419063",,,,,,,"74.4444444444444",,"61.7","57.625"
"Kade Kolodjashnij","1587","Gold Coast Suns","DEF","21","87.72648456",,,,,"72","89.625","98.7272727272727","93.2727272727273","74","85.6666666666667"
"Darcy Lang","1588","Geelong Cats","FWD","21","70.93862856",,,,,"61",,"55","58.4545454545455","38.3333333333333","72.1"
"Jack Leslie","1592","Gold Coast Suns","DEF","21","54.78792804",,,,,"37.5",,,"49.6666666666667",,"85"
"Sam Lloyd","1593","Richmond","FWD","26","71.06859493",,,,,"41.3333333333333","80","47.5714285714286","61","69.5454545454545","70.7272727272727"
"Rory Lobb","1594","GWS Giants","FWD","23","84.65960544",,,,,"54.5",,"64",,"85","77.0909090909091"
"Jack Martin","1599","Gold Coast Suns","DEF,FWD","22","90.8229411",,,,,"59.5","6","74.8333333333333","74.5","88.9","76.3636363636364"
"Cam McCarthy","1600","Fremantle","FWD","21","56.81030122",,,,,"34",,"33.2222222222222","66.4545454545455",,
"Luke McDonald","1601","North Melbourne","DEF","21","73.98734097",,,,,"70.1","80","65.3333333333333","52.5714285714286","60.6666666666667","68.8181818181818"
"Daniel McStay","1602","Brisbane Lions","DEF","21","72.07002614",,,,,"60.2222222222222",,"46.75","48.375","77","59.5"
"Zach Merrett","1603","Essendon","MID","21","139.3431836",,,,,"71.25","73.8571428571429","96.5","94.7272727272727","134.363636363636","118.272727272727"
"Alex Pearce","1607","Fremantle","DEF","21","63.42897709",,,,,,,"49.1","70.3333333333333",,"57.5"
"Christian Salem","1614","Melbourne","DEF","21","80.66511217",,,,,"26.7142857142857","43.6","86.6666666666667","64","92","70.4285714285714"
"Matt Scharenberg","1615","Collingwood","DEF","21","60.94697364",,,,,,,"55.25",,,
"James Sicily","1618","Hawthorn","FWD","22","69.00896154",,,,,,,"76","38","68.9","68.9090909090909"
"Lewis Taylor","1622","Brisbane Lions","FWD","21","66.4770515",,,,,"73.1666666666667","57.3","77.6666666666667","73.6","56","64.1"
"Harris Andrews","1634","Brisbane Lions","DEF","20","80.5109672",,,,,,,"80.0909090909091","52.25","80","66.7142857142857"
"Logan Austin","1635","Port Adelaide","DEF","21","60.77147844",,,,,,,,,"53.5","71"
"Connor Blakely","1637","Fremantle","MID","20","90.45357389",,,,,,,"40",,"84.7777777777778","82.1666666666667"
"Angus Brayshaw","1639","Melbourne","MID,FWD","21","79.75504423",,,,,,,"56.3","79.4545454545455","83","47.3333333333333"
"Nakia Cockatoo","1646","Geelong Cats","FWD","20","71.94515949",,,,,,,"37.8333333333333","34","68.8","64.4"
"Mason Cox","1648","Collingwood","FWD","25","66.58309874",,,,,,,,,"59.5","69"
"Caleb Daniel","1651","Western Bulldogs","MID,FWD","20","87.87895983",,,,,,,"56.4444444444444",,"79.4545454545455","83.6666666666667"
"Jordan de Goey","1654","Collingwood","MID,FWD","20","85.44838012",,,,,,,"74.4","52.6666666666667","75.7777777777778","81.8181818181818"
"Liam Duggan","1659","West Coast Eagles","MID","20","59.41417075",,,,,,,"17.5","47.7","58.3333333333333","54.0909090909091"
"Corey Ellis","1661","Richmond","DEF","20","74.63598309",,,,,,,"20","39.8","62","69.8"
"Hugh Goddard","1671","St Kilda","DEF","20","60.62946061",,,,,,,"56.125",,,"7"
"Cory Gregson","1675","Geelong Cats","FWD","20","63.25508684",,,,,,,"46.1111111111111","63.3636363636364","68","55.8571428571429"
"Isaac Heeney","1680","Sydney Swans","FWD","20","87.338831",,,,,,,"84.5714285714286","58.2","83","79.0909090909091"
"Daniel Howe","1683","Hawthorn","DEF,MID","21","80.74784561",,,,,,,"67.6666666666667","63","80","68.6666666666667"
"Kane Lambert","1687","Richmond","FWD","25","65.28406649",,,,,,,"71.4545454545455","23","61.3333333333333","66.2222222222222"
"Ed Langdon","1688","Fremantle","MID,FWD","21","68.97029612",,,,,,,"59.5",,"73.2857142857143","52.8333333333333"
"Kyle Langford","1689","Essendon","MID,FWD","20","81.71831399",,,,,,,"44.3333333333333","27","84","69.8"
"Jayden Laverde","1691","Essendon","FWD","20","69.1364896",,,,,,,"64.3333333333333",,"66.125","47"
"Jake Lever","1692","Adelaide Crows","DEF","20","81.01932375",,,,,,,"63.875","77","77.2727272727273","72.7272727272727"
"Brayden Maynard","1698","Collingwood","DEF","20","79.72301457",,,,,,,"62.3333333333333",,"77.8181818181818","68.8888888888889"
"Oscar McDonald","1700","Melbourne","DEF","20","82.60370164",,,,,,,"45",,"81.6363636363636","62.25"
"Mitchell McGovern","1701","Adelaide Crows","FWD","22","64.00140041",,,,,,,,,"61.7","65.9090909090909"
"Daniel McKenzie","1706","St Kilda","DEF","20","66.01574528",,,,,,,"15.5","62.4","64.4285714285714","49.5"
"Toby McLean","1709","Western Bulldogs","FWD","21","89.93144936",,,,,,,"91.3333333333333","21","112","80.6363636363636"
"Connor Menadue","1711","Richmond","MID","20","64.50681395",,,,,,,"44","30.25","71","53.4444444444444"
"Touk Miller","1713","Gold Coast Suns","MID,FWD","20","89.36131338",,,,,,,"76.4545454545455","71","95.7272727272727","62.2857142857143"
"Darcy Moore","1715","Collingwood","FWD","21","66.65825146",,,,,,,"57.2222222222222",,"60.7142857142857","62.4"
"Christian Petracca","1723","Melbourne","FWD","21","84.48545081",,,,,,,,,"72.6363636363636","83.8333333333333"
"Adam Saad","1731","Gold Coast Suns","DEF","22","69.10434366",,,,,,,"69.6666666666667","82.4","68.6666666666667","69.1428571428571"
"Jayden Short","1732","Richmond","DEF","21","70.35177946",,,,,,,,,"71.2727272727273","51.6"
"Jack Sinclair","1733","St Kilda","FWD","21","65.08364606",,,,,,,"50.25","58.7","36","65.5714285714286"
"Jack Steele","1737","St Kilda","MID,FWD","21","83.06438217",,,,,,,"73",,"71.5","76.25"
"Billy Stretch","1738","Melbourne","MID","20","82.0995814",,,,,,,"50.25","46.3333333333333","71","84.3333333333333"
"Aaron Vandenberg","1739","Melbourne","FWD","24","63.18454266",,,,,,,"74.25","74.3","65.3","55.25"
"Lachlan Weller","1747","Fremantle","FWD","20","72.7209809",,,,,,,"41.3333333333333",,"73.5454545454545","61.0909090909091"
"Peter Wright","1751","Gold Coast Suns","FWD","20","88.64467187",,,,,,,"46","43","83","80.3333333333333"
"Marcus Adams","1752","Western Bulldogs","DEF","23","90.40487311",,,,,,,,,"59.5","92.5555555555556"
"Callum Ah Chee","1753","Gold Coast Suns","FWD","19","74.73970996",,,,,,,,,"70.8888888888889","58"
"Samuel Collins","1765","Fremantle","DEF","22","80.70519362",,,,,,,,,"76.9","99"
"Josh Dunkley","1774","Western Bulldogs","MID,FWD","20","90.07686866",,,,,,,,,"87.3333333333333","74.5"
"Jade Gresham","1786","St Kilda","FWD","19","72.16247858",,,,,,,,,"68.8","55.75"
"Michael Hartley","1788","Essendon","DEF","23","73.61639628",,,,,,,,,"75.4","65"
"Jacob Hopper","1794","GWS Giants","MID,FWD","19","85.04863547",,,,,,,,,"65.25","83.25"
